year,date,cardinal_direction_seq,classification_seq,hour_00,hour_01,hour_02,hour_03,hour_04,hour_05,hour_06,hour_07,hour_08,hour_09,hour_10,hour_11,hour_12,hour_13,hour_14,hour_15,hour_16,hour_17,hour_18,hour_19,hour_20,hour_21,hour_22,hour_23,public_holiday,school_holiday
2012,24/10/2012,Southbound,Heavy Vehicles,3,2,3,3,6,14,49,43,43,75,83,81,82,86,78,75,64,39,44,19,11,2,1,2,0,0
2012,24/10/2012,Northbound,Heavy Vehicles,1,2,6,3,11,26,67,77,77,86,93,65,67,79,64,57,38,35,28,15,8,6,1,4,0,0
2012,24/10/2012,Northbound,All Vehicles,62,35,29,34,91,375,1367,2321,2442,1724,1188,988,985,980,1063,1173,1262,1416,1210,787,506,499,293,143,0,0
2012,24/10/2012,Southbound,All Vehicles,163,83,56,45,95,279,816,1335,1367,1190,1149,1239,1281,1268,1498,1880,2115,2398,2220,1213,799,704,525,337,0,0
2012,25/10/2012,Southbound,Light Vehicles,151,71,45,43,84,264,697,1229,1342,1117,1116,1093,1200,1270,1365,1811,2002,2356,2083,1181,812,766,603,312,0,0
2012,25/10/2012,Northbound,Heavy Vehicles,2,4,2,4,10,38,89,99,72,92,70,72,63,68,60,49,46,27,18,13,11,6,5,,0,0
2012,25/10/2012,Northbound,Light Vehicles,71,26,23,29,85,333,1335,2171,2288,1648,1065,937,933,937,985,1129,1234,1370,1124,777,532,495,357,158,0,0
2012,25/10/2012,Southbound,Heavy Vehicles,1,2,3,3,6,11,50,62,52,63,70,87,78,77,96,79,66,42,32,19,14,7,7,3,0,0
2012,25/10/2012,Southbound,All Vehicles,152,73,48,46,90,275,747,1291,1394,1180,1186,1180,1278,1347,1461,1890,2068,2398,2115,1200,826,773,610,315,0,0
2012,25/10/2012,Northbound,All Vehicles,73,30,25,33,95,371,1424,2270,2360,1740,1135,1009,996,1005,1045,1178,1280,1397,1142,790,543,501,362,158,0,0
2012,26/10/2012,Southbound,Light Vehicles,185,123,80,42,89,256,710,1206,1316,1172,1084,1162,1290,1207,1369,1761,2058,2206,1977,1145,673,614,682,498,0,0
2012,26/10/2012,Northbound,Light Vehicles,64,46,33,35,73,349,1291,2133,2166,1513,1036,997,982,959,1062,1227,1221,1341,1100,710,473,432,367,308,0,0
2012,26/10/2012,Northbound,Heavy Vehicles,6,5,7,6,12,30,84,106,81,94,83,71,53,63,71,61,36,20,17,16,7,3,3,4,0,0
2012,26/10/2012,Southbound,Heavy Vehicles,2,6,5,3,6,16,57,48,61,67,71,97,83,76,78,69,64,40,34,17,6,9,3,5,0,0
2012,26/10/2012,Southbound,All Vehicles,187,129,85,45,95,272,767,1254,1377,1239,1155,1259,1373,1283,1447,1830,2122,2246,2011,1162,679,623,685,503,0,0
2012,26/10/2012,Northbound,All Vehicles,70,51,40,41,85,379,1375,2239,2247,1607,1119,1068,1035,1022,1133,1288,1257,1361,1117,726,480,435,370,312,0,0
2012,27/10/2012,Southbound,Light Vehicles,112,81,63,44,40,85,147,242,315,405,499,583,584,552,480,485,539,583,480,295,186,204,279,228,0,0
2012,27/10/2012,Southbound,Heavy Vehicles,,1,1,2,1,4,4,11,15,12,13,17,12,17,13,8,7,6,7,2,4,2,2,,0,0
2012,27/10/2012,Northbound,Heavy Vehicles,2,1,2,1,4,7,18,17,7,8,14,11,13,8,26,35,29,34,36,21,9,3,9,3,0,0
2012,27/10/2012,Northbound,Light Vehicles,109,43,32,30,35,77,374,403,514,652,718,684,691,644,571,522,633,625,475,318,218,219,240,184,0,0
2012,27/10/2012,Southbound,All Vehicles,112,82,64,46,41,89,151,253,330,417,512,600,596,569,493,493,546,589,487,297,190,206,281,228,0,0
2012,27/10/2012,Northbound,All Vehicles,111,44,34,31,39,84,392,420,521,660,732,695,704,652,597,557,662,659,511,339,227,222,249,187,0,0
2012,28/10/2012,Northbound,Heavy Vehicles,6,1,,2,4,3,21,29,25,52,70,51,82,60,64,58,63,44,25,25,16,7,6,5,0,0
2012,28/10/2012,Southbound,Heavy Vehicles,2,,4,,3,4,3,10,9,26,19,22,25,18,13,18,16,12,11,8,9,2,1,5,0,0
2012,28/10/2012,Southbound,Light Vehicles,359,167,142,113,87,115,224,410,608,915,1082,1334,1367,1202,1248,1263,1329,1272,989,640,593,572,452,216,0,0
2012,28/10/2012,Northbound,Light Vehicles,245,94,59,65,48,74,217,312,527,782,881,934,1001,956,948,970,987,892,637,551,402,334,239,114,0,0
2012,28/10/2012,Northbound,All Vehicles,251,95,59,67,52,77,238,341,552,834,951,985,1083,1016,1012,1028,1050,936,662,576,418,341,245,119,0,0
2012,28/10/2012,Southbound,All Vehicles,361,167,146,113,90,119,227,420,617,941,1101,1356,1392,1220,1261,1281,1345,1284,1000,648,602,574,453,221,0,0
2012,29/10/2012,Northbound,Light Vehicles,47,30,26,32,82,300,1126,1584,1509,1227,852,818,771,791,851,1005,1005,1202,1022,631,406,368,224,102,0,0
2012,29/10/2012,Northbound,Heavy Vehicles,1,1,3,5,14,34,183,396,477,179,130,105,90,114,101,118,110,111,98,23,21,9,4,6,0,0
2012,29/10/2012,Southbound,Heavy Vehicles,1,1,2,2,9,9,41,53,56,68,66,68,76,72,72,79,63,38,27,19,10,7,4,4,0,0
2012,29/10/2012,Southbound,Light Vehicles,110,54,58,34,79,279,738,1300,1296,1181,1013,1012,1119,1140,1344,1796,1919,2294,2059,1098,739,599,442,237,0,0
2012,29/10/2012,Northbound,All Vehicles,48,31,29,37,96,334,1309,1980,1986,1406,982,923,861,905,952,1123,1115,1313,1120,654,427,377,228,108,0,0
2012,29/10/2012,Southbound,All Vehicles,111,55,60,36,88,288,779,1353,1352,1249,1079,1080,1195,1212,1416,1875,1982,2332,2086,1117,749,606,446,241,0,0
2012,30/10/2012,Northbound,Heavy Vehicles,3,3,10,4,9,48,239,497,590,228,138,125,115,95,123,125,116,97,84,37,26,11,10,2,0,0
2012,30/10/2012,Southbound,Heavy Vehicles,2,5,4,5,3,17,46,61,50,61,72,83,84,92,91,82,58,51,26,19,15,11,2,4,0,0
2012,30/10/2012,Northbound,Light Vehicles,39,23,30,25,78,308,1091,1432,1516,1349,981,920,848,892,913,1054,1060,1235,1041,629,434,413,277,100,0,0
2012,30/10/2012,Southbound,Light Vehicles,119,55,39,44,81,285,779,1360,1291,1115,995,1086,1298,1159,1463,1788,2003,2454,2099,1111,685,671,489,237,0,0
2012,30/10/2012,Northbound,All Vehicles,42,26,40,29,87,356,1330,1929,2106,1577,1119,1045,963,987,1036,1179,1176,1332,1125,666,460,424,287,102,0,0
2012,30/10/2012,Southbound,All Vehicles,121,60,43,49,84,302,825,1421,1341,1176,1067,1169,1382,1251,1554,1870,2061,2505,2125,1130,700,682,491,241,0,0
2012,31/10/2012,Northbound,Light Vehicles,61,36,32,33,65,321,1151,1613,2272,1726,1037,917,869,973,984,1113,1195,1424,1153,720,552,483,315,154,0,0
2012,31/10/2012,Southbound,Heavy Vehicles,2,2,3,5,6,13,57,64,46,52,74,69,72,76,69,77,53,49,28,14,12,8,7,2,0,0
2012,31/10/2012,Northbound,Heavy Vehicles,4,,5,10,16,44,188,427,85,89,83,73,55,62,53,45,32,29,22,18,25,12,3,1,0,0
2012,31/10/2012,Southbound,Light Vehicles,146,76,44,42,92,291,778,1203,1319,1136,1117,1121,1254,1210,1295,1908,1990,2416,2108,1161,808,700,530,301,0,0
2012,31/10/2012,Northbound,All Vehicles,65,36,37,43,81,365,1339,2040,2357,1815,1120,990,924,1035,1037,1158,1227,1453,1175,738,577,495,318,155,0,0
2012,31/10/2012,Southbound,All Vehicles,148,78,47,47,98,304,835,1267,1365,1188,1191,1190,1326,1286,1364,1985,2043,2465,2136,1175,820,708,537,303,0,0
2012,1/11/2012,Southbound,Light Vehicles,148,99,70,66,88,268,725,1247,1332,1167,1071,1097,1201,1251,1390,1816,2122,2386,1919,1142,825,761,606,292,0,0
2012,1/11/2012,Northbound,Heavy Vehicles,17,4,6,4,17,32,103,101,87,89,87,66,54,52,61,64,43,31,25,18,10,10,4,4,0,0
2012,1/11/2012,Southbound,Heavy Vehicles,3,7,2,7,6,14,41,60,55,76,93,84,65,78,80,77,74,46,30,17,13,10,3,8,0,0
2012,1/11/2012,Northbound,Light Vehicles,89,34,40,47,91,341,1400,2191,2279,1648,1064,976,935,952,1011,1217,1184,1328,1199,697,514,455,325,174,0,0
2012,1/11/2012,Southbound,All Vehicles,151,106,72,73,94,282,766,1307,1387,1243,1164,1181,1266,1329,1470,1893,2196,2432,1949,1159,838,771,609,300,0,0
2012,1/11/2012,Northbound,All Vehicles,106,38,46,51,108,373,1503,2292,2366,1737,1151,1042,989,1004,1072,1281,1227,1359,1224,715,524,465,329,178,0,0
2012,2/11/2012,Northbound,Light Vehicles,80,32,37,35,77,357,1355,2042,2212,1667,1004,1028,995,1011,1084,1221,1279,1343,1061,757,484,413,437,314,0,0
2012,2/11/2012,Southbound,Heavy Vehicles,3,1,3,4,10,19,47,54,50,65,65,75,83,74,70,59,49,50,36,19,10,10,6,4,0,0
2012,2/11/2012,Northbound,Heavy Vehicles,17,1,10,6,6,40,91,93,85,78,60,67,68,62,62,59,40,31,27,12,8,6,1,4,0,0
2012,2/11/2012,Southbound,Light Vehicles,153,89,78,55,83,251,774,1192,1311,1151,1159,1112,1277,1243,1466,1838,2020,2320,2020,1204,691,560,645,504,0,0
2012,2/11/2012,Northbound,All Vehicles,97,33,47,41,83,397,1446,2135,2297,1745,1064,1095,1063,1073,1146,1280,1319,1374,1088,769,492,419,438,318,0,0
2012,2/11/2012,Southbound,All Vehicles,156,90,81,59,93,270,821,1246,1361,1216,1224,1187,1360,1317,1536,1897,2069,2370,2056,1223,701,570,651,508,0,0
2012,3/11/2012,Southbound,Light Vehicles,245,178,122,98,80,198,451,632,935,1184,1401,1547,1482,1475,1451,1395,1398,1449,1318,793,493,523,602,516,0,0
2012,3/11/2012,Southbound,Heavy Vehicles,3,2,4,5,4,4,12,15,30,20,38,28,36,39,24,23,22,27,11,6,8,4,5,4,0,0
2012,3/11/2012,Northbound,Heavy Vehicles,8,1,6,4,3,8,28,23,37,23,28,33,30,22,21,21,18,20,11,7,3,2,2,1,0,0
2012,3/11/2012,Northbound,Light Vehicles,189,68,58,44,58,162,602,728,1003,1145,1303,1297,1358,1183,1182,1051,1077,1082,900,589,399,372,398,368,0,0
2012,3/11/2012,Southbound,All Vehicles,248,180,126,103,84,202,463,647,965,1204,1439,1575,1518,1514,1475,1418,1420,1476,1329,799,501,527,607,520,0,0
2012,3/11/2012,Northbound,All Vehicles,197,69,64,48,61,170,630,751,1040,1168,1331,1330,1388,1205,1203,1072,1095,1102,911,596,402,374,400,369,0,0
2012,4/11/2012,Southbound,Heavy Vehicles,2,2,1,2,1,1,2,8,5,16,9,15,13,19,13,12,13,13,13,7,6,7,7,4,0,0
2012,4/11/2012,Northbound,Light Vehicles,226,122,58,43,41,78,258,280,559,856,1011,1078,1093,1034,981,1010,983,964,801,531,400,353,233,130,0,0
2012,4/11/2012,Southbound,Light Vehicles,343,201,141,99,82,130,253,413,536,902,1084,1298,1327,1172,1257,1261,1304,1354,1016,711,608,537,415,193,0,0
2012,4/11/2012,Northbound,Heavy Vehicles,2,2,1,1,5,2,6,12,11,9,16,5,11,17,7,11,8,9,11,8,4,4,7,1,0,0
2012,4/11/2012,Southbound,All Vehicles,345,203,142,101,83,131,255,421,541,918,1093,1313,1340,1191,1270,1273,1317,1367,1029,718,614,544,422,197,0,0
2012,4/11/2012,Northbound,All Vehicles,228,124,59,44,46,80,264,292,570,865,1027,1083,1104,1051,988,1021,991,973,812,539,404,357,240,131,0,0
2012,5/11/2012,Northbound,Heavy Vehicles,1,3,3,9,16,31,84,94,82,92,73,79,53,70,45,53,42,30,17,13,10,8,5,1,0,0
2012,5/11/2012,Southbound,Heavy Vehicles,3,2,2,2,9,12,44,49,50,50,80,66,71,76,56,70,68,43,34,16,11,8,3,1,0,0
2012,5/11/2012,Northbound,Light Vehicles,56,23,27,33,96,328,1356,2104,2344,1662,1002,905,871,902,905,1093,1108,1324,1077,634,469,399,208,108,0,0
2012,5/11/2012,Southbound,Light Vehicles,107,68,46,34,90,284,763,1282,1315,1082,1081,1111,1108,1193,1380,1691,2008,2321,2172,1046,721,568,462,227,0,0
2012,5/11/2012,Northbound,All Vehicles,57,26,30,42,112,359,1440,2198,2426,1754,1075,984,924,972,950,1146,1150,1354,1094,647,479,407,213,109,0,0
2012,5/11/2012,Southbound,All Vehicles,110,70,48,36,99,296,807,1331,1365,1132,1161,1177,1179,1269,1436,1761,2076,2364,2206,1062,732,576,465,228,0,0
2012,6/11/2012,Southbound,Light Vehicles,118,68,51,41,84,265,781,1290,1335,1143,1061,1178,1317,1189,1241,1488,2079,2237,1822,971,680,607,486,240,0,0
2012,6/11/2012,Southbound,Heavy Vehicles,1,2,2,3,4,8,50,41,48,60,58,63,79,72,64,63,36,37,22,15,10,8,2,4,0,0
2012,6/11/2012,Northbound,Heavy Vehicles,10,2,6,5,8,33,86,91,82,70,69,64,70,46,41,42,25,26,22,10,6,2,3,2,0,0
2012,6/11/2012,Northbound,Light Vehicles,54,25,26,38,74,371,1378,2126,2168,1545,963,954,890,873,784,991,1232,1296,1048,622,473,386,250,119,0,0
2012,6/11/2012,Southbound,All Vehicles,119,70,53,44,88,273,831,1331,1383,1203,1119,1241,1396,1261,1305,1551,2115,2274,1844,986,690,615,488,244,0,0
2012,6/11/2012,Northbound,All Vehicles,64,27,32,43,82,404,1464,2217,2250,1615,1032,1018,960,919,825,1033,1257,1322,1070,632,479,388,253,121,0,0
2012,7/11/2012,Northbound,Light Vehicles,70,37,31,36,81,355,1356,2206,2184,1749,1020,923,962,887,924,1185,1177,1430,1273,749,461,443,322,134,0,0
2012,7/11/2012,Northbound,Heavy Vehicles,9,,7,9,11,28,82,78,93,103,84,57,67,68,60,58,37,20,23,16,17,6,2,3,0,0
2012,7/11/2012,Southbound,Heavy Vehicles,2,3,2,3,5,12,49,43,50,54,78,86,61,69,66,72,79,39,29,14,7,7,2,3,0,0
2012,7/11/2012,Southbound,Light Vehicles,163,88,60,55,96,282,763,1275,1343,1122,1111,1075,1189,1204,1432,1752,2123,2355,2225,1159,747,675,584,314,0,0
2012,7/11/2012,Northbound,All Vehicles,79,37,38,45,92,383,1438,2284,2277,1852,1104,980,1029,955,984,1243,1214,1450,1296,765,478,449,324,137,0,0
2012,7/11/2012,Southbound,All Vehicles,165,91,62,58,101,294,812,1318,1393,1176,1189,1161,1250,1273,1498,1824,2202,2394,2254,1173,754,682,586,317,0,0
2012,8/11/2012,Northbound,Heavy Vehicles,11,3,4,5,11,31,83,85,78,81,101,65,67,61,50,62,40,29,22,14,10,9,3,3,0,0
2012,8/11/2012,Southbound,Heavy Vehicles,1,2,7,2,8,12,45,41,55,71,82,72,73,88,78,91,60,39,27,9,12,11,4,3,0,0
2012,8/11/2012,Northbound,Light Vehicles,68,19,26,35,84,359,1345,2341,2265,1690,1074,1016,942,939,944,1205,1235,1409,1217,725,476,464,342,187,0,0
2012,8/11/2012,Southbound,Light Vehicles,145,75,63,55,83,262,767,1222,1345,1125,1128,1119,1233,1261,1420,1831,2010,2376,2047,1116,884,725,602,341,0,0
2012,8/11/2012,Northbound,All Vehicles,79,22,30,40,95,390,1428,2426,2343,1771,1175,1081,1009,1000,994,1267,1275,1438,1239,739,486,473,345,190,0,0
2012,8/11/2012,Southbound,All Vehicles,146,77,70,57,91,274,812,1263,1400,1196,1210,1191,1306,1349,1498,1922,2070,2415,2074,1125,896,736,606,344,0,0
2012,9/11/2012,Northbound,Light Vehicles,66,32,28,40,74,368,1378,2191,2092,1658,1076,986,999,995,1102,1208,1232,1374,1151,740,490,472,390,283,0,0
2012,9/11/2012,Southbound,Heavy Vehicles,2,,5,6,11,13,45,56,52,64,67,70,88,89,78,70,70,44,38,24,11,7,1,3,0,0
2012,9/11/2012,Southbound,Light Vehicles,176,98,73,42,95,265,757,1222,1289,1178,1113,1174,1315,1263,1510,1828,2005,2340,1974,1156,746,593,611,511,0,0
2012,9/11/2012,Northbound,Heavy Vehicles,5,2,6,7,15,25,75,101,88,86,76,65,73,59,61,52,43,27,26,9,7,3,4,4,0,0
2012,9/11/2012,Northbound,All Vehicles,71,34,34,47,89,393,1453,2292,2180,1744,1152,1051,1072,1054,1163,1260,1275,1401,1177,749,497,475,394,287,0,0
2012,9/11/2012,Southbound,All Vehicles,178,98,78,48,106,278,802,1278,1341,1242,1180,1244,1403,1352,1588,1898,2075,2384,2012,1180,757,600,612,514,0,0
2012,10/11/2012,Northbound,Heavy Vehicles,4,1,5,,8,14,27,42,32,29,30,27,36,26,31,13,20,12,11,8,2,4,7,,0,0
2012,10/11/2012,Southbound,Light Vehicles,269,166,131,86,90,237,511,734,952,1251,1359,1521,1550,1566,1424,1563,1417,1579,1317,808,554,539,649,539,0,0
2012,10/11/2012,Northbound,Light Vehicles,187,93,53,53,57,185,620,845,1032,1189,1400,1330,1359,1201,1144,1089,1089,1133,960,599,399,355,444,400,0,0
2012,10/11/2012,Southbound,Heavy Vehicles,7,,,2,6,8,20,27,39,29,42,35,37,28,26,25,36,14,10,5,10,5,9,5,0,0
2012,10/11/2012,Northbound,All Vehicles,191,94,58,53,65,199,647,887,1064,1218,1430,1357,1395,1227,1175,1102,1109,1145,971,607,401,359,451,400,0,0
2012,10/11/2012,Southbound,All Vehicles,276,166,131,88,96,245,531,761,991,1280,1401,1556,1587,1594,1450,1588,1453,1593,1327,813,564,544,658,544,0,0
2012,11/11/2012,Southbound,Light Vehicles,352,202,149,92,85,151,233,367,560,885,1071,1280,1428,1285,1274,1369,1364,1455,1083,803,571,566,445,238,0,0
2012,11/11/2012,Northbound,Light Vehicles,312,126,68,43,40,85,234,292,541,934,1089,1178,1129,1021,1092,1058,1054,972,747,516,453,370,260,123,0,0
2012,11/11/2012,Southbound,Heavy Vehicles,4,4,2,1,3,5,3,9,12,14,8,16,15,13,14,5,14,12,16,9,5,5,8,2,0,0
2012,11/11/2012,Northbound,Heavy Vehicles,3,,1,3,4,4,14,6,13,13,15,11,11,6,11,19,7,13,12,12,3,3,2,1,0,0
2012,11/11/2012,Southbound,All Vehicles,356,206,151,93,88,156,236,376,572,899,1079,1296,1443,1298,1288,1374,1378,1467,1099,812,576,571,453,240,0,0
2012,11/11/2012,Northbound,All Vehicles,315,126,69,46,44,89,248,298,554,947,1104,1189,1140,1027,1103,1077,1061,985,759,528,456,373,262,124,0,0
2012,12/11/2012,Northbound,Heavy Vehicles,3,3,3,5,10,25,71,84,87,75,68,83,71,63,53,59,33,25,24,10,9,9,3,,0,0
2012,12/11/2012,Southbound,Heavy Vehicles,3,2,4,2,8,11,43,44,50,69,71,91,75,62,83,82,65,43,34,14,13,6,2,2,0,0
2012,12/11/2012,Northbound,Light Vehicles,81,28,20,37,99,359,1389,2134,2105,1672,984,902,878,885,960,1111,1188,1300,1136,646,492,396,227,102,0,0
2012,12/11/2012,Southbound,Light Vehicles,117,55,53,36,97,245,786,1260,1353,1092,1061,1063,1101,1126,1303,1773,2050,2366,2088,1080,786,616,451,265,0,0
2012,12/11/2012,Northbound,All Vehicles,84,31,23,42,109,384,1460,2218,2192,1747,1052,985,949,948,1013,1170,1221,1325,1160,656,501,405,230,102,0,0
2012,12/11/2012,Southbound,All Vehicles,120,57,57,38,105,256,829,1304,1403,1161,1132,1154,1176,1188,1386,1855,2115,2409,2122,1094,799,622,453,267,0,0
2012,13/11/2012,Northbound,Heavy Vehicles,2,2,8,4,6,29,97,112,100,74,86,76,67,64,61,43,37,26,26,17,15,6,,7,0,0
2012,13/11/2012,Southbound,Light Vehicles,140,69,43,51,83,293,766,1267,1312,1233,1080,1084,1181,1168,1322,1811,2148,2354,2183,1155,755,629,570,277,0,0
2012,13/11/2012,Southbound,Heavy Vehicles,3,,2,2,3,13,46,56,57,62,68,92,96,76,73,78,62,37,29,21,5,14,6,1,0,0
2012,13/11/2012,Northbound,Light Vehicles,57,39,21,42,87,376,1404,2241,2284,1482,1041,885,925,921,999,1137,1188,1368,1132,720,502,460,320,165,0,0
2012,13/11/2012,Northbound,All Vehicles,59,41,29,46,93,405,1501,2353,2384,1556,1127,961,992,985,1060,1180,1225,1394,1158,737,517,466,320,172,0,0
2012,13/11/2012,Southbound,All Vehicles,143,69,45,53,86,306,812,1323,1369,1295,1148,1176,1277,1244,1395,1889,2210,2391,2212,1176,760,643,576,278,0,0
2012,14/11/2012,Northbound,Heavy Vehicles,1,2,5,6,5,31,80,85,82,69,77,72,66,72,59,50,49,33,21,11,15,9,3,1,0,0
2012,14/11/2012,Southbound,Heavy Vehicles,3,,7,6,7,15,56,56,52,73,83,72,87,63,94,77,74,45,31,12,10,9,3,4,0,0
2012,14/11/2012,Southbound,Light Vehicles,154,62,48,45,97,294,753,1258,1319,1133,1035,1149,1216,1179,1444,1774,1993,2391,2142,1124,823,700,574,328,0,0
2012,14/11/2012,Northbound,Light Vehicles,62,27,24,34,74,344,1402,2251,2256,1615,1000,958,857,944,998,1174,1242,1398,1163,737,497,461,342,133,0,0
2012,14/11/2012,Northbound,All Vehicles,63,29,29,40,79,375,1482,2336,2338,1684,1077,1030,923,1016,1057,1224,1291,1431,1184,748,512,470,345,134,0,0
2012,14/11/2012,Southbound,All Vehicles,157,62,55,51,104,309,809,1314,1371,1206,1118,1221,1303,1242,1538,1851,2067,2436,2173,1136,833,709,577,332,0,0
2012,15/11/2012,Southbound,Light Vehicles,159,77,57,62,89,303,708,1163,1307,1229,1077,1144,1167,1179,1429,1775,2066,2429,2111,1164,803,782,631,351,0,0
2012,15/11/2012,Southbound,Heavy Vehicles,2,1,3,2,3,15,51,51,58,70,78,75,85,73,89,78,81,45,30,18,11,10,4,3,0,0
2012,15/11/2012,Northbound,Heavy Vehicles,10,3,4,6,13,25,92,104,91,83,75,68,71,60,56,53,40,24,18,7,9,10,4,3,0,0
2012,15/11/2012,Northbound,Light Vehicles,80,33,32,33,84,379,1334,2242,2256,1554,1043,944,912,1017,1029,1125,1194,1386,1191,861,511,475,320,184,0,0
2012,15/11/2012,Southbound,All Vehicles,161,78,60,64,92,318,759,1214,1365,1299,1155,1219,1252,1252,1518,1853,2147,2474,2141,1182,814,792,635,354,0,0
2012,15/11/2012,Northbound,All Vehicles,90,36,36,39,97,404,1426,2346,2347,1637,1118,1012,983,1077,1085,1178,1234,1410,1209,868,520,485,324,187,0,0
2012,16/11/2012,Southbound,Light Vehicles,189,119,75,71,91,277,708,1190,1317,1181,1135,1145,1245,1200,1468,1816,2082,2218,2044,1106,676,694,693,482,0,0
2012,16/11/2012,Southbound,Heavy Vehicles,3,3,4,4,9,10,54,43,64,65,72,70,67,68,70,63,56,45,30,16,7,18,7,2,0,0
2012,16/11/2012,Northbound,Heavy Vehicles,6,9,15,9,9,34,87,87,73,86,90,73,62,54,59,53,32,33,14,9,14,8,,1,0,0
2012,16/11/2012,Northbound,Light Vehicles,104,42,32,32,88,356,1320,2214,2138,1585,1083,1005,984,938,1015,1258,1187,1324,1171,735,461,479,355,324,0,0
2012,16/11/2012,Southbound,All Vehicles,192,122,79,75,100,287,762,1233,1381,1246,1207,1215,1312,1268,1538,1879,2138,2263,2074,1122,683,712,700,484,0,0
2012,16/11/2012,Northbound,All Vehicles,110,51,47,41,97,390,1407,2301,2211,1671,1173,1078,1046,992,1074,1311,1219,1357,1185,744,475,487,355,325,0,0
2012,17/11/2012,Northbound,Light Vehicles,178,64,53,32,47,174,571,800,1045,1171,1254,1317,1472,1258,1181,1170,1092,1162,1009,724,381,431,462,447,0,0
2012,17/11/2012,Northbound,Heavy Vehicles,1,2,5,4,12,10,43,28,34,26,25,23,34,25,17,15,12,14,11,9,6,1,2,3,0,0
2012,17/11/2012,Southbound,Light Vehicles,282,152,105,93,77,187,426,706,909,1171,1368,1584,1568,1556,1429,1450,1424,1507,1373,835,576,582,696,549,0,0
2012,17/11/2012,Southbound,Heavy Vehicles,4,3,,4,3,7,19,25,33,27,33,29,38,27,27,27,19,18,12,14,10,5,5,4,0,0
2012,17/11/2012,Northbound,All Vehicles,179,66,58,36,59,184,614,828,1079,1197,1279,1340,1506,1283,1198,1185,1104,1176,1020,733,387,432,464,450,0,0
2012,17/11/2012,Southbound,All Vehicles,286,155,105,97,80,194,445,731,942,1198,1401,1613,1606,1583,1456,1477,1443,1525,1385,849,586,587,701,553,0,0
2012,18/11/2012,Northbound,Heavy Vehicles,2,2,2,4,4,5,7,8,17,8,15,15,11,10,9,11,21,9,15,11,5,4,3,2,0,0
2012,18/11/2012,Southbound,Heavy Vehicles,3,,4,1,2,4,3,11,14,13,14,24,11,10,10,10,13,8,11,3,7,7,3,6,0,0
2012,18/11/2012,Northbound,Light Vehicles,276,117,72,53,35,102,236,303,522,935,999,1146,1140,1166,1134,1161,1224,1105,776,502,387,382,244,139,0,0
2012,18/11/2012,Southbound,Light Vehicles,418,196,157,83,88,134,239,368,619,1088,1088,1434,1454,1285,1322,1265,1343,1323,1052,724,635,543,441,259,0,0
2012,18/11/2012,Northbound,All Vehicles,278,119,74,57,39,107,243,311,539,943,1014,1161,1151,1176,1143,1172,1245,1114,791,513,392,386,247,141,0,0
2012,18/11/2012,Southbound,All Vehicles,421,196,161,84,90,138,242,379,633,1101,1102,1458,1465,1295,1332,1275,1356,1331,1063,727,642,550,444,265,0,0
2012,19/11/2012,Northbound,Light Vehicles,65,27,26,35,84,356,1445,2124,2328,1500,982,930,879,891,951,1109,1191,1366,1172,685,553,392,268,105,0,0
2012,19/11/2012,Southbound,Heavy Vehicles,6,1,3,5,8,10,47,51,49,59,65,83,79,70,74,98,76,36,35,15,7,12,2,3,0,0
2012,19/11/2012,Northbound,Heavy Vehicles,2,4,7,8,8,31,96,90,84,75,78,73,74,56,50,42,41,28,30,8,8,8,2,4,0,0
2012,19/11/2012,Southbound,Light Vehicles,136,56,46,51,90,302,753,1279,1347,1055,1015,1122,1170,1148,1365,1806,1998,2392,2155,1050,787,621,477,234,0,0
2012,19/11/2012,Northbound,All Vehicles,67,31,33,43,92,387,1541,2214,2412,1575,1060,1003,953,947,1001,1151,1232,1394,1202,693,561,400,270,109,0,0
2012,19/11/2012,Southbound,All Vehicles,142,57,49,56,98,312,800,1330,1396,1114,1080,1205,1249,1218,1439,1904,2074,2428,2190,1065,794,633,479,237,0,0
2012,20/11/2012,Northbound,Heavy Vehicles,3,9,12,5,10,32,106,109,88,89,80,62,55,62,49,62,40,24,31,11,8,6,3,4,0,0
2012,20/11/2012,Southbound,Light Vehicles,126,64,50,46,86,278,793,1256,1304,1111,1052,1137,1099,1201,1412,1795,2072,2347,2199,1177,770,691,606,284,0,0
2012,20/11/2012,Northbound,Light Vehicles,51,29,34,34,75,375,1397,2271,2445,1633,1082,931,902,893,1002,1190,1195,1364,1114,670,537,425,328,180,0,0
2012,20/11/2012,Southbound,Heavy Vehicles,5,5,4,3,6,12,47,57,55,75,66,70,70,74,76,88,70,59,35,15,8,14,4,4,0,0
2012,20/11/2012,Northbound,All Vehicles,54,38,46,39,85,407,1503,2380,2533,1722,1162,993,957,955,1051,1252,1235,1388,1145,681,545,431,331,184,0,0
2012,20/11/2012,Southbound,All Vehicles,131,69,54,49,92,290,840,1313,1359,1186,1118,1207,1169,1275,1488,1883,2142,2406,2234,1192,778,705,610,288,0,0
2012,21/11/2012,Northbound,Heavy Vehicles,4,5,5,10,8,37,90,90,113,79,92,71,58,66,58,57,39,31,25,19,17,3,5,6,0,0
2012,21/11/2012,Southbound,Light Vehicles,155,73,53,50,99,311,783,1262,1274,1118,1119,1150,1226,1228,1400,1807,2093,2360,2304,1203,867,735,559,356,0,0
