year,date,cardinal_direction_seq,classification_seq,hour_00,hour_01,hour_02,hour_03,hour_04,hour_05,hour_06,hour_07,hour_08,hour_09,hour_10,hour_11,hour_12,hour_13,hour_14,hour_15,hour_16,hour_17,hour_18,hour_19,hour_20,hour_21,hour_22,hour_23,public_holiday,school_holiday
2014,7/08/2014,Northbound,All Vehicles,68,34,28,32,79,331,1347,2248,2299,1644,1102,971,1026,1000,1080,1134,1295,1448,1182,783,492,469,310,222,0,0
2014,7/08/2014,Southbound,All Vehicles,126,68,52,65,90,249,829,1314,1353,1252,1138,1173,1180,1180,1441,1818,1997,2218,2045,1099,807,726,572,276,0,0
2014,7/08/2014,Northbound,All Vehicles,68,34,28,32,79,331,1347,2248,2299,1644,1102,971,1026,1000,1080,1134,1295,1448,1182,783,492,469,310,222,0,0
2014,7/08/2014,Southbound,All Vehicles,126,68,52,65,90,249,829,1314,1353,1252,1138,1173,1180,1180,1441,1818,1997,2218,2045,1099,807,726,572,276,0,0
2014,8/08/2014,Southbound,All Vehicles,175,110,72,65,114,250,765,1291,1362,1160,1089,1214,1264,1326,1546,1704,2125,2319,2187,1091,711,638,639,453,0,0
2014,8/08/2014,Northbound,All Vehicles,97,44,39,45,67,346,1277,2256,2214,1672,1149,1024,956,1039,1102,1335,1300,1368,1150,756,422,423,423,325,0,0
2014,8/08/2014,Southbound,All Vehicles,175,110,72,65,114,250,765,1291,1362,1160,1089,1214,1264,1326,1546,1704,2125,2319,2187,1091,711,638,639,453,0,0
2014,8/08/2014,Northbound,All Vehicles,97,44,39,45,67,346,1277,2256,2214,1672,1149,1024,956,1039,1102,1335,1300,1368,1150,756,422,423,423,325,0,0
2014,9/08/2014,Northbound,All Vehicles,182,83,57,51,42,154,483,748,1002,1179,1257,1368,1331,1282,1270,1194,1167,1390,1052,622,430,417,440,354,0,0
2014,9/08/2014,Southbound,All Vehicles,244,146,108,81,82,182,387,622,919,1291,1390,1569,1563,1679,1592,1428,1475,1646,1358,822,609,533,647,518,0,0
2014,9/08/2014,Northbound,All Vehicles,182,83,57,51,42,154,483,748,1002,1179,1257,1368,1331,1282,1270,1194,1167,1390,1052,622,430,417,440,354,0,0
2014,9/08/2014,Southbound,All Vehicles,244,146,108,81,82,182,387,622,919,1291,1390,1569,1563,1679,1592,1428,1475,1646,1358,822,609,533,647,518,0,0
2014,10/08/2014,Southbound,All Vehicles,288,182,131,85,70,104,274,404,559,916,1079,1300,1311,1252,1315,1312,1363,1410,1038,637,511,500,416,209,0,0
2014,10/08/2014,Northbound,All Vehicles,233,93,61,35,39,90,246,332,491,807,944,1099,1192,1126,1085,1121,1055,947,683,457,389,379,386,157,0,0
2014,10/08/2014,Southbound,All Vehicles,288,182,131,85,70,104,274,404,559,916,1079,1300,1311,1252,1315,1312,1363,1410,1038,637,511,500,416,209,0,0
2014,10/08/2014,Northbound,All Vehicles,233,93,61,35,39,90,246,332,491,807,944,1099,1192,1126,1085,1121,1055,947,683,457,389,379,386,157,0,0
2014,11/08/2014,Northbound,All Vehicles,70,40,32,39,84,322,1247,2268,2335,1557,945,908,919,980,989,1174,1268,1355,1070,614,426,355,191,105,0,0
2014,11/08/2014,Southbound,All Vehicles,120,59,41,43,91,249,774,1371,1316,1118,1072,1085,1156,1120,1371,1722,2071,2324,2001,991,657,562,412,195,0,0
2014,11/08/2014,Northbound,All Vehicles,70,40,32,39,84,322,1247,2268,2335,1557,945,908,919,980,989,1174,1268,1355,1070,614,426,355,191,105,0,0
2014,11/08/2014,Southbound,All Vehicles,120,59,41,43,91,249,774,1371,1316,1118,1072,1085,1156,1120,1371,1722,2071,2324,2001,991,657,562,412,195,0,0
2014,12/08/2014,Southbound,All Vehicles,115,60,51,41,78,264,806,1299,1418,1209,1082,1174,1204,1226,1418,1728,2056,2271,2123,1029,699,597,492,243,0,0
2014,12/08/2014,Northbound,All Vehicles,45,18,21,27,84,331,1272,2277,2223,1762,1077,973,903,942,1046,1234,1212,1295,1091,688,461,424,258,136,0,0
2014,12/08/2014,Southbound,All Vehicles,115,60,51,41,78,264,806,1299,1418,1209,1082,1174,1204,1226,1418,1728,2056,2271,2123,1029,699,597,492,243,0,0
2014,12/08/2014,Northbound,All Vehicles,45,18,21,27,84,331,1272,2277,2223,1762,1077,973,903,942,1046,1234,1212,1295,1091,688,461,424,258,136,0,0
2014,13/08/2014,Northbound,All Vehicles,53,27,29,42,83,352,1282,2360,2392,1738,1091,1063,936,976,1075,1266,1266,1463,1199,684,474,473,283,152,0,0
2014,13/08/2014,Southbound,All Vehicles,136,72,43,43,91,277,839,1279,1403,1167,1122,1146,1254,1196,1475,1693,2110,2350,2124,1200,764,654,524,273,0,0
2014,13/08/2014,Northbound,All Vehicles,53,27,29,42,83,352,1282,2360,2392,1738,1091,1063,936,976,1075,1266,1266,1463,1199,684,474,473,283,152,0,0
2014,13/08/2014,Southbound,All Vehicles,136,72,43,43,91,277,839,1279,1403,1167,1122,1146,1254,1196,1475,1693,2110,2350,2124,1200,764,654,524,273,0,0
2014,14/08/2014,Southbound,All Vehicles,140,89,61,55,89,283,873,1361,1351,1236,1114,1147,1234,1188,1455,1825,2005,2329,2138,1157,819,760,533,293,0,0
2014,14/08/2014,Northbound,All Vehicles,86,43,32,36,80,338,1366,2369,2280,1625,1093,976,973,1062,1062,1267,1328,1409,1240,831,540,475,352,175,0,0
2014,14/08/2014,Southbound,All Vehicles,140,89,61,55,89,283,873,1361,1351,1236,1114,1147,1234,1188,1455,1825,2005,2329,2138,1157,819,760,533,293,0,0
2014,14/08/2014,Northbound,All Vehicles,86,43,32,36,80,338,1366,2369,2280,1625,1093,976,973,1062,1062,1267,1328,1409,1240,831,540,475,352,175,0,0
2014,15/08/2014,Northbound,All Vehicles,70,44,35,37,87,343,1301,2219,2273,1619,1114,1051,996,1059,1097,1343,1253,1509,1196,741,486,427,402,258,0,0
2014,15/08/2014,Southbound,All Vehicles,180,93,79,59,107,261,816,1289,1394,1133,1100,1252,1304,1290,1440,1839,2064,2368,2052,1182,696,611,684,412,0,0
2014,15/08/2014,Northbound,All Vehicles,70,44,35,37,87,343,1301,2219,2273,1619,1114,1051,996,1059,1097,1343,1253,1509,1196,741,486,427,402,258,0,0
2014,15/08/2014,Southbound,All Vehicles,180,93,79,59,107,261,816,1289,1394,1133,1100,1252,1304,1290,1440,1839,2064,2368,2052,1182,696,611,684,412,0,0
2014,16/08/2014,Southbound,All Vehicles,263,146,106,86,82,149,386,618,989,1310,1397,1506,1670,1656,1486,1486,1486,1731,1516,778,474,489,598,463,0,0
2014,16/08/2014,Northbound,All Vehicles,171,77,51,48,61,163,486,798,1117,1201,1390,1293,1401,1353,1224,1161,1084,1193,1020,599,355,362,749,621,0,0
2014,16/08/2014,Southbound,All Vehicles,263,146,106,86,82,149,386,618,989,1310,1397,1506,1670,1656,1486,1486,1486,1731,1516,778,474,489,598,463,0,0
2014,16/08/2014,Northbound,All Vehicles,171,77,51,48,61,163,486,798,1117,1201,1390,1293,1401,1353,1224,1161,1084,1193,1020,599,355,362,749,621,0,0
2014,17/08/2014,Northbound,All Vehicles,273,108,64,56,41,90,187,250,387,784,813,1058,1025,933,1017,1048,995,981,704,423,361,342,224,99,0,0
2014,17/08/2014,Southbound,All Vehicles,314,153,128,103,59,89,193,265,436,969,891,1128,1264,1162,1175,1136,1152,1235,951,620,501,504,389,198,0,0
2014,17/08/2014,Northbound,All Vehicles,273,108,64,56,41,90,187,250,387,784,813,1058,1025,933,1017,1048,995,981,704,423,361,342,224,99,0,0
2014,17/08/2014,Southbound,All Vehicles,314,153,128,103,59,89,193,265,436,969,891,1128,1264,1162,1175,1136,1152,1235,951,620,501,504,389,198,0,0
2014,18/08/2014,Northbound,All Vehicles,46,40,25,32,77,334,1235,1713,2279,1849,965,821,828,874,931,1104,1127,1294,1013,639,388,341,184,96,0,0
2014,18/08/2014,Southbound,All Vehicles,116,48,43,37,84,254,769,1283,1265,1117,1039,1022,1048,1072,1272,1584,1940,2144,1856,966,587,514,404,230,0,0
2014,18/08/2014,Northbound,All Vehicles,46,40,25,32,77,334,1235,1713,2279,1849,965,821,828,874,931,1104,1127,1294,1013,639,388,341,184,96,0,0
2014,18/08/2014,Southbound,All Vehicles,116,48,43,37,84,254,769,1283,1265,1117,1039,1022,1048,1072,1272,1584,1940,2144,1856,966,587,514,404,230,0,0
2014,19/08/2014,Southbound,All Vehicles,121,70,41,50,67,236,846,1238,1376,1151,1041,1068,1046,1145,1331,1642,2040,2198,1983,1041,664,652,477,234,0,0
2014,19/08/2014,Northbound,All Vehicles,56,27,28,36,78,312,1210,2276,2239,1715,1053,944,896,904,1005,1191,1167,1290,1131,665,469,426,242,133,0,0
2014,19/08/2014,Southbound,All Vehicles,121,70,41,50,67,236,846,1238,1376,1151,1041,1068,1046,1145,1331,1642,2040,2198,1983,1041,664,652,477,234,0,0
2014,19/08/2014,Northbound,All Vehicles,56,27,28,36,78,312,1210,2276,2239,1715,1053,944,896,904,1005,1191,1167,1290,1131,665,469,426,242,133,0,0
2014,20/08/2014,Northbound,All Vehicles,58,32,40,43,70,345,1321,2355,2245,1667,1133,945,960,993,1008,1198,1208,1391,1092,651,457,442,314,156,0,0
2014,20/08/2014,Southbound,All Vehicles,139,80,42,57,98,283,851,1328,1373,1148,1066,1158,1204,1207,1414,1799,2085,2308,2019,1104,732,658,511,302,0,0
2014,20/08/2014,Northbound,All Vehicles,58,32,40,43,70,345,1321,2355,2245,1667,1133,945,960,993,1008,1198,1208,1391,1092,651,457,442,314,156,0,0
2014,20/08/2014,Southbound,All Vehicles,139,80,42,57,98,283,851,1328,1373,1148,1066,1158,1204,1207,1414,1799,2085,2308,2019,1104,732,658,511,302,0,0
2014,21/08/2014,Southbound,All Vehicles,155,72,73,48,91,270,821,1301,1378,1204,1209,1158,1264,1183,1398,1744,2118,2225,1979,1131,811,733,559,292,0,0
2014,21/08/2014,Northbound,All Vehicles,61,35,30,37,76,317,1353,2260,2297,1754,1106,966,998,1009,1069,1252,1293,1372,1204,732,501,464,350,164,0,0
2014,21/08/2014,Southbound,All Vehicles,155,72,73,48,91,270,821,1301,1378,1204,1209,1158,1264,1183,1398,1744,2118,2225,1979,1131,811,733,559,292,0,0
2014,21/08/2014,Northbound,All Vehicles,61,35,30,37,76,317,1353,2260,2297,1754,1106,966,998,1009,1069,1252,1293,1372,1204,732,501,464,350,164,0,0
2014,22/08/2014,Northbound,All Vehicles,62,28,40,32,72,363,1305,2119,2362,1572,1165,1016,1055,1068,1015,1162,1312,1413,1124,745,495,403,399,280,0,0
2014,22/08/2014,Southbound,All Vehicles,183,87,79,55,107,269,819,1258,1413,1213,1155,1222,1309,1234,1480,1855,2031,2312,2008,1120,642,614,656,421,0,0
2014,22/08/2014,Northbound,All Vehicles,62,28,40,32,72,363,1305,2119,2362,1572,1165,1016,1055,1068,1015,1162,1312,1413,1124,745,495,403,399,280,0,0
2014,22/08/2014,Southbound,All Vehicles,183,87,79,55,107,269,819,1258,1413,1213,1155,1222,1309,1234,1480,1855,2031,2312,2008,1120,642,614,656,421,0,0
2014,23/08/2014,Southbound,All Vehicles,269,170,117,81,86,166,401,537,934,1226,1348,1496,1565,1504,1434,1486,1438,1759,1158,767,484,556,564,516,0,0
2014,23/08/2014,Southbound,All Vehicles,269,170,117,81,86,166,401,537,934,1226,1348,1496,1565,1504,1434,1486,1438,1759,1158,767,484,556,564,516,0,0
2014,24/08/2014,Southbound,All Vehicles,345,167,129,92,72,85,244,361,577,928,1158,1324,1408,1267,1219,1366,1272,1354,1029,624,513,559,339,185,0,0
2014,24/08/2014,Southbound,All Vehicles,345,167,129,92,72,85,244,361,577,928,1158,1324,1408,1267,1219,1366,1272,1354,1029,624,513,559,339,185,0,0
2014,25/08/2014,Northbound,All Vehicles,68,28,23,30,80,350,1294,2335,2327,1483,953,922,905,907,983,1179,1248,1323,1053,617,442,338,195,100,0,0
2014,25/08/2014,Southbound,All Vehicles,106,52,45,42,87,260,833,1329,1364,1147,1105,1053,1107,1156,1308,1713,2026,2276,1995,1023,664,519,452,222,0,0
2014,25/08/2014,Northbound,All Vehicles,68,28,23,30,80,350,1294,2335,2327,1483,953,922,905,907,983,1179,1248,1323,1053,617,442,338,195,100,0,0
2014,25/08/2014,Southbound,All Vehicles,106,52,45,42,87,260,833,1329,1364,1147,1105,1053,1107,1156,1308,1713,2026,2276,1995,1023,664,519,452,222,0,0
2014,26/08/2014,Southbound,All Vehicles,94,71,47,35,77,252,845,1364,1406,1154,1066,1116,1129,1180,1289,1672,1881,2377,1986,1106,686,634,490,223,0,0
2014,26/08/2014,Northbound,All Vehicles,43,37,27,40,81,321,1342,2284,2087,1914,1091,857,920,925,1056,1188,1170,1314,1116,617,483,374,279,174,0,0
2014,26/08/2014,Southbound,All Vehicles,94,71,47,35,77,252,845,1364,1406,1154,1066,1116,1129,1180,1289,1672,1881,2377,1986,1106,686,634,490,223,0,0
2014,26/08/2014,Northbound,All Vehicles,43,37,27,40,81,321,1342,2284,2087,1914,1091,857,920,925,1056,1188,1170,1314,1116,617,483,374,279,174,0,0
2014,27/08/2014,Northbound,All Vehicles,63,30,27,46,98,329,1285,2322,2306,1723,1070,1021,936,992,1016,1228,1226,1404,1123,673,504,419,288,182,0,0
2014,27/08/2014,Southbound,All Vehicles,143,48,64,39,94,252,837,1324,1356,1176,1111,1186,1180,1218,1341,1766,2045,2317,2019,1077,736,713,453,307,0,0
2014,27/08/2014,Northbound,All Vehicles,63,30,27,46,98,329,1285,2322,2306,1723,1070,1021,936,992,1016,1228,1226,1404,1123,673,504,419,288,182,0,0
2014,27/08/2014,Southbound,All Vehicles,143,48,64,39,94,252,837,1324,1356,1176,1111,1186,1180,1218,1341,1766,2045,2317,2019,1077,736,713,453,307,0,0
2014,28/08/2014,Southbound,All Vehicles,146,83,63,57,77,284,826,1254,1252,1172,1070,1162,1254,1274,1434,1765,2029,2307,1949,1121,832,787,568,289,0,0
2014,28/08/2014,Northbound,All Vehicles,78,39,24,41,75,328,1291,2176,2267,1754,1205,1010,1018,963,1015,1260,1304,1409,1289,752,512,453,353,177,0,0
2014,28/08/2014,Southbound,All Vehicles,146,83,63,57,77,284,826,1254,1252,1172,1070,1162,1254,1274,1434,1765,2029,2307,1949,1121,832,787,568,289,0,0
2014,28/08/2014,Northbound,All Vehicles,78,39,24,41,75,328,1291,2176,2267,1754,1205,1010,1018,963,1015,1260,1304,1409,1289,752,512,453,353,177,0,0
2014,29/08/2014,Southbound,All Vehicles,194,112,71,45,108,249,846,1260,1320,1220,1164,1201,1279,1263,1492,1837,2011,2231,1939,1046,670,596,641,398,0,0
2014,29/08/2014,Northbound,All Vehicles,74,44,35,38,75,345,1324,2338,2169,1614,1113,988,1020,1035,1107,1247,1270,1365,1157,688,431,405,402,284,0,0
2014,29/08/2014,Southbound,All Vehicles,194,112,71,45,108,249,846,1260,1320,1220,1164,1201,1279,1263,1492,1837,2011,2231,1939,1046,670,596,641,398,0,0
2014,29/08/2014,Northbound,All Vehicles,74,44,35,38,75,345,1324,2338,2169,1614,1113,988,1020,1035,1107,1247,1270,1365,1157,688,431,405,402,284,0,0
2014,30/08/2014,Northbound,All Vehicles,176,79,48,47,49,165,514,641,949,1086,1227,1271,1211,1234,1262,1095,1136,1246,953,637,515,430,409,397,0,0
2014,30/08/2014,Southbound,All Vehicles,249,168,124,87,88,193,343,601,959,1197,1443,1446,1556,1541,1464,1508,1383,1440,1209,811,552,505,595,497,0,0
2014,30/08/2014,Northbound,All Vehicles,176,79,48,47,49,165,514,641,949,1086,1227,1271,1211,1234,1262,1095,1136,1246,953,637,515,430,409,397,0,0
2014,30/08/2014,Southbound,All Vehicles,249,168,124,87,88,193,343,601,959,1197,1443,1446,1556,1541,1464,1508,1383,1440,1209,811,552,505,595,497,0,0
2014,31/08/2014,Southbound,All Vehicles,308,165,137,89,52,109,239,379,532,928,1075,1254,1340,1207,1257,1321,1276,1359,1068,673,537,523,370,195,0,0
2014,31/08/2014,Northbound,All Vehicles,225,121,67,40,43,99,223,328,458,902,959,1020,1082,1140,1118,1051,1132,1038,725,456,375,354,240,153,0,0
2014,31/08/2014,Southbound,All Vehicles,308,165,137,89,52,109,239,379,532,928,1075,1254,1340,1207,1257,1321,1276,1359,1068,673,537,523,370,195,0,0
2014,31/08/2014,Northbound,All Vehicles,225,121,67,40,43,99,223,328,458,902,959,1020,1082,1140,1118,1051,1132,1038,725,456,375,354,240,153,0,0
2014,1/09/2014,Northbound,All Vehicles,62,31,25,27,80,367,1342,2316,2310,1509,959,895,924,887,1005,1193,1183,1396,1058,646,477,332,201,121,0,0
2014,1/09/2014,Southbound,All Vehicles,112,54,44,53,90,272,849,1317,1430,1126,997,1071,1137,1153,1332,1719,2149,2352,2013,985,645,552,437,206,0,0
2014,1/09/2014,Northbound,All Vehicles,62,31,25,27,80,367,1342,2316,2310,1509,959,895,924,887,1005,1193,1183,1396,1058,646,477,332,201,121,0,0
2014,1/09/2014,Southbound,All Vehicles,112,54,44,53,90,272,849,1317,1430,1126,997,1071,1137,1153,1332,1719,2149,2352,2013,985,645,552,437,206,0,0
2014,2/09/2014,Southbound,All Vehicles,130,64,36,45,86,278,845,1331,1470,1199,1157,1091,1205,1128,1406,1682,2047,2301,2097,1045,735,636,477,217,0,0
2014,2/09/2014,Northbound,All Vehicles,58,29,29,33,96,358,1359,2403,2416,1606,1043,937,976,970,1037,1166,1210,1345,1144,686,470,394,264,118,0,0
2014,2/09/2014,Southbound,All Vehicles,130,64,36,45,86,278,845,1331,1470,1199,1157,1091,1205,1128,1406,1682,2047,2301,2097,1045,735,636,477,217,0,0
2014,2/09/2014,Northbound,All Vehicles,58,29,29,33,96,358,1359,2403,2416,1606,1043,937,976,970,1037,1166,1210,1345,1144,686,470,394,264,118,0,0
2014,3/09/2014,Southbound,All Vehicles,132,53,54,35,87,263,895,1332,1320,1241,1076,1166,1259,1203,1391,1794,2118,2306,2074,1032,732,669,513,256,0,0
2014,3/09/2014,Northbound,All Vehicles,42,23,30,44,83,333,1329,2293,2363,1586,1141,929,963,965,1125,1136,1233,1385,1194,669,492,377,290,132,0,0
2014,3/09/2014,Southbound,All Vehicles,132,53,54,35,87,263,895,1332,1320,1241,1076,1166,1259,1203,1391,1794,2118,2306,2074,1032,732,669,513,256,0,0
2014,3/09/2014,Northbound,All Vehicles,42,23,30,44,83,333,1329,2293,2363,1586,1141,929,963,965,1125,1136,1233,1385,1194,669,492,377,290,132,0,0
2014,4/09/2014,Northbound,All Vehicles,78,32,27,37,91,349,1364,2434,2279,1650,1175,964,1023,1011,1077,1246,1264,1385,1227,809,531,456,322,159,0,0
2014,4/09/2014,Southbound,All Vehicles,154,72,57,55,83,286,884,1363,1308,1206,1082,1147,1225,1231,1519,1837,2118,2273,2050,1137,722,756,565,311,0,0
2014,4/09/2014,Northbound,All Vehicles,78,32,27,37,91,349,1364,2434,2279,1650,1175,964,1023,1011,1077,1246,1264,1385,1227,809,531,456,322,159,0,0
2014,4/09/2014,Southbound,All Vehicles,154,72,57,55,83,286,884,1363,1308,1206,1082,1147,1225,1231,1519,1837,2118,2273,2050,1137,722,756,565,311,0,0
2014,5/09/2014,Southbound,All Vehicles,175,107,57,62,94,258,847,1276,1330,1271,1180,1172,1257,1307,1447,1843,1976,2256,1911,1104,654,639,607,430,0,0
2014,5/09/2014,Northbound,All Vehicles,70,39,31,42,73,352,1354,2326,2211,1640,1114,1046,1021,1053,1111,1325,1315,1427,1110,736,443,445,359,273,0,0
2014,5/09/2014,Southbound,All Vehicles,175,107,57,62,94,258,847,1276,1330,1271,1180,1172,1257,1307,1447,1843,1976,2256,1911,1104,654,639,607,430,0,0
2014,5/09/2014,Northbound,All Vehicles,70,39,31,42,73,352,1354,2326,2211,1640,1114,1046,1021,1053,1111,1325,1315,1427,1110,736,443,445,359,273,0,0
2014,6/09/2014,Northbound,All Vehicles,130,77,62,41,60,161,517,672,977,1065,1212,1194,1266,1246,1219,1174,1075,1244,1105,771,426,388,517,381,0,0
2014,6/09/2014,Southbound,All Vehicles,268,142,123,83,69,170,364,600,926,1191,1325,1400,1615,1751,1485,1461,1202,1387,1265,919,557,570,683,488,0,0
2014,6/09/2014,Northbound,All Vehicles,130,77,62,41,60,161,517,672,977,1065,1212,1194,1266,1246,1219,1174,1075,1244,1105,771,426,388,517,381,0,0
2014,6/09/2014,Southbound,All Vehicles,268,142,123,83,69,170,364,600,926,1191,1325,1400,1615,1751,1485,1461,1202,1387,1265,919,557,570,683,488,0,0
2014,7/09/2014,Southbound,All Vehicles,314,184,102,70,67,125,209,328,524,894,1056,1309,1388,1189,1174,1255,1278,1350,1034,660,621,618,418,205,0,0
2014,7/09/2014,Northbound,All Vehicles,236,118,59,44,34,87,199,283,434,841,976,1157,1151,1015,1036,1042,1173,1020,719,445,429,382,238,133,0,0
2014,7/09/2014,Southbound,All Vehicles,314,184,102,70,67,125,209,328,524,894,1056,1309,1388,1189,1174,1255,1278,1350,1034,660,621,618,418,205,0,0
2014,7/09/2014,Northbound,All Vehicles,236,118,59,44,34,87,199,283,434,841,976,1157,1151,1015,1036,1042,1173,1020,719,445,429,382,238,133,0,0
2014,8/09/2014,Southbound,All Vehicles,125,61,47,34,93,274,840,1346,1410,1149,1023,1058,1150,1196,1398,1796,2085,2257,1872,1140,676,570,412,195,0,0
2014,8/09/2014,Northbound,All Vehicles,53,27,30,43,81,359,1299,2302,2373,1635,1037,961,893,976,1007,1201,1203,1350,1088,627,438,388,223,121,0,0
2014,8/09/2014,Southbound,All Vehicles,125,61,47,34,93,274,840,1346,1410,1149,1023,1058,1150,1196,1398,1796,2085,2257,1872,1140,676,570,412,195,0,0
2014,8/09/2014,Northbound,All Vehicles,53,27,30,43,81,359,1299,2302,2373,1635,1037,961,893,976,1007,1201,1203,1350,1088,627,438,388,223,121,0,0
2014,9/09/2014,Southbound,All Vehicles,130,68,47,40,93,285,878,1367,1435,1180,1068,1071,1170,1121,1397,1733,2109,2358,2084,1103,736,684,514,237,0,0
2014,9/09/2014,Northbound,All Vehicles,62,25,30,43,95,354,1410,2375,2410,1526,960,971,966,976,1064,1233,1243,1333,1129,724,514,425,293,134,0,0
2014,9/09/2014,Southbound,All Vehicles,130,68,47,40,93,285,878,1367,1435,1180,1068,1071,1170,1121,1397,1733,2109,2358,2084,1103,736,684,514,237,0,0
2014,9/09/2014,Northbound,All Vehicles,62,25,30,43,95,354,1410,2375,2410,1526,960,971,966,976,1064,1233,1243,1333,1129,724,514,425,293,134,0,0
2014,10/09/2014,Southbound,All Vehicles,135,74,49,46,92,279,811,1263,1332,1180,1156,1154,1109,1235,1421,1825,2026,2336,2047,1168,775,707,528,270,0,0
2014,10/09/2014,Northbound,All Vehicles,58,44,37,36,87,359,1368,2271,2294,1723,1067,969,993,962,1052,1153,1222,1378,1199,729,485,441,281,146,0,0
2014,10/09/2014,Southbound,All Vehicles,135,74,49,46,92,279,811,1263,1332,1180,1156,1154,1109,1235,1421,1825,2026,2336,2047,1168,775,707,528,270,0,0
2014,10/09/2014,Northbound,All Vehicles,58,44,37,36,87,359,1368,2271,2294,1723,1067,969,993,962,1052,1153,1222,1378,1199,729,485,441,281,146,0,0
2014,11/09/2014,Southbound,All Vehicles,133,63,74,69,80,267,888,1347,1411,1217,1119,1188,1235,1230,1467,1724,2079,2421,2117,1153,763,764,560,305,0,0
2014,11/09/2014,Northbound,All Vehicles,73,33,20,53,99,388,1464,2291,2322,1635,1081,1034,1010,1040,1101,1257,1264,1394,1223,761,546,477,314,145,0,0
2014,11/09/2014,Southbound,All Vehicles,133,63,74,69,80,267,888,1347,1411,1217,1119,1188,1235,1230,1467,1724,2079,2421,2117,1153,763,764,560,305,0,0
2014,11/09/2014,Northbound,All Vehicles,73,33,20,53,99,388,1464,2291,2322,1635,1081,1034,1010,1040,1101,1257,1264,1394,1223,761,546,477,314,145,0,0
2014,12/09/2014,Northbound,All Vehicles,86,46,36,39,98,365,1406,2310,2200,1651,1179,1061,964,1008,1096,1283,1252,1355,1166,685,390,407,387,302,0,0
2014,12/09/2014,Southbound,All Vehicles,172,104,62,48,96,285,844,1292,1371,1212,1137,1219,1265,1230,1483,1782,2147,2331,1956,1080,612,575,639,441,0,0
2014,12/09/2014,Northbound,All Vehicles,86,46,36,39,98,365,1406,2310,2200,1651,1179,1061,964,1008,1096,1283,1252,1355,1166,685,390,407,387,302,0,0
2014,12/09/2014,Southbound,All Vehicles,172,104,62,48,96,285,844,1292,1371,1212,1137,1219,1265,1230,1483,1782,2147,2331,1956,1080,612,575,639,441,0,0
2014,13/09/2014,Southbound,All Vehicles,256,140,120,80,74,190,463,632,934,1170,1297,1405,1518,1512,1567,1483,1388,1495,1265,804,564,497,608,459,0,0
2014,13/09/2014,Northbound,All Vehicles,150,90,48,56,55,190,620,714,1005,1136,1212,1275,1404,1267,1233,1113,1158,1110,949,582,371,369,379,366,0,0
2014,13/09/2014,Southbound,All Vehicles,256,140,120,80,74,190,463,632,934,1170,1297,1405,1518,1512,1567,1483,1388,1495,1265,804,564,497,608,459,0,0
2014,13/09/2014,Northbound,All Vehicles,150,90,48,56,55,190,620,714,1005,1136,1212,1275,1404,1267,1233,1113,1158,1110,949,582,371,369,379,366,0,0
2014,14/09/2014,Northbound,All Vehicles,213,103,46,45,41,109,234,285,523,898,1052,1150,1138,1063,1079,1056,1067,982,783,472,411,319,213,126,0,0
2014,14/09/2014,Southbound,All Vehicles,304,181,133,86,86,127,279,421,666,963,1129,1178,1313,1235,1199,1347,1303,1316,1011,688,592,511,406,191,0,0
2014,14/09/2014,Northbound,All Vehicles,213,103,46,45,41,109,234,285,523,898,1052,1150,1138,1063,1079,1056,1067,982,783,472,411,319,213,126,0,0
2014,14/09/2014,Southbound,All Vehicles,304,181,133,86,86,127,279,421,666,963,1129,1178,1313,1235,1199,1347,1303,1316,1011,688,592,511,406,191,0,0
2014,15/09/2014,Northbound,All Vehicles,51,30,22,48,83,384,1379,2275,2247,1534,945,909,960,982,1054,1141,1191,1302,1107,603,387,359,212,106,0,0
2014,15/09/2014,Southbound,All Vehicles,98,65,36,49,94,293,872,1329,1339,1142,975,1070,1081,1191,1402,1762,2021,2311,2022,998,635,532,389,195,0,0
2014,15/09/2014,Northbound,All Vehicles,51,30,22,48,83,384,1379,2275,2247,1534,945,909,960,982,1054,1141,1191,1302,1107,603,387,359,212,106,0,0
2014,15/09/2014,Southbound,All Vehicles,98,65,36,49,94,293,872,1329,1339,1142,975,1070,1081,1191,1402,1762,2021,2311,2022,998,635,532,389,195,0,0
2014,16/09/2014,Southbound,All Vehicles,134,52,38,49,85,284,871,1380,1400,1177,1039,1060,1165,1239,1444,1771,2077,2386,2051,1019,733,636,499,243,0,0
2014,16/09/2014,Northbound,All Vehicles,47,26,45,41,81,375,1471,2361,2305,1573,985,905,934,984,1079,1189,1204,1413,1104,674,476,408,276,168,0,0
2014,16/09/2014,Southbound,All Vehicles,134,52,38,49,85,284,871,1380,1400,1177,1039,1060,1165,1239,1444,1771,2077,2386,2051,1019,733,636,499,243,0,0
2014,16/09/2014,Northbound,All Vehicles,47,26,45,41,81,375,1471,2361,2305,1573,985,905,934,984,1079,1189,1204,1413,1104,674,476,408,276,168,0,0
2014,17/09/2014,Southbound,All Vehicles,116,53,43,52,98,284,930,1330,1378,1244,1079,1146,1183,1173,1408,1749,2156,2320,2034,1172,727,655,586,277,0,0
2014,17/09/2014,Northbound,All Vehicles,61,36,25,43,89,405,1472,2388,2278,1604,1065,953,973,1003,1092,1207,1236,1363,1160,712,510,410,314,130,0,0
2014,17/09/2014,Southbound,All Vehicles,116,53,43,52,98,284,930,1330,1378,1244,1079,1146,1183,1173,1408,1749,2156,2320,2034,1172,727,655,586,277,0,0
